"Player","Pos_C","Pos_F","Pos_PF","Pos_PG","Pos_SF","Pos_SF-PF","Pos_SG","Age","Tm_ATL","Tm_BOS","Tm_BRK","Tm_CHI","Tm_CHO","Tm_CLE","Tm_DAL","Tm_DEN","Tm_DET","Tm_GSW","Tm_HOU","Tm_IND","Tm_LAC","Tm_LAL","Tm_MEM","Tm_MIA","Tm_MIL","Tm_MIN","Tm_NOP","Tm_NYK","Tm_OKC","Tm_ORL","Tm_PHI","Tm_PHO","Tm_POR","Tm_SAC","Tm_SAS","Tm_TOR","Tm_TOT","Tm_UTA","Tm_WAS","G","GS","MP","FG","FGA","X3P","X3PA","X2P","X2PA","eFG.","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","weight","salary"
"Lonnie Walker",0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,22,26.6,4,10,1.6,4.4,2.5,5.6,0.484,1.1,1.4,0.2,2.7,2.9,1.7,0.5,0.4,1,2.1,10.8,8.6,0.509,0.442,0.141,0.8,10.9,5.7,8.8,0.9,1.1,9,18.7,-0.3,0.6,0.2,0.018,-2.9,-1.7,-4.6,-0.4,92.5,2764200
"John Wall",0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,31.1,7.4,16.8,2.1,5.8,5.4,11,0.502,3.5,4.7,0.5,3.2,3.7,6.3,1,0.7,3.5,1.4,20.4,17.3,0.539,0.347,0.281,1.8,10.9,6.3,34.7,1.5,1.9,15.5,30.7,0,0.7,0.7,0.061,1.9,-1,0.9,0.4,88.5,38199000
"Brad Wanamaker",0,0,0,1,0,0,0,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,16,1.3,4,0.3,1.6,1,2.4,0.379,1.3,1.5,0.2,1.6,1.8,2.7,0.8,0.1,0.8,1.4,4.3,9.2,0.467,0.388,0.371,1.4,10.1,5.8,21.4,2.3,0.8,15.1,14.5,0,0.6,0.6,0.059,-4.4,0.8,-3.7,-0.2,95.3,1445697
"Russell Westbrook",0,0,0,1,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,19,33.2,7.3,17.9,1.2,4.1,6.1,13.8,0.44,3.2,5.1,1.8,7.6,9.4,9.5,0.8,0.4,4.9,2.8,18.9,14.4,0.469,0.229,0.285,5.4,24.9,14.9,45.3,1.2,1,19.7,31.2,-1,0.5,-0.4,-0.034,-0.1,-1.7,-1.8,0,86.2,38506482
"Coby White",0,0,0,1,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,33.5,5.6,13.8,2.4,6.8,3.2,7,0.489,1.9,2.2,0.3,4.4,4.7,5.4,0.4,0.1,2.4,2.4,15.4,10.9,0.522,0.492,0.161,1.1,14.4,7.9,22.8,0.5,0.3,14.2,21.8,0.1,0.5,0.6,0.034,-1.6,-2.3,-3.9,-0.4,83.9,5307120
"Derrick White",0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,4,23.6,4.3,10.8,1.9,5.5,2.4,5.3,0.483,1.4,1.9,0.1,1.6,1.8,3.9,1,1,0.9,2.3,11.8,15,0.508,0.512,0.174,0.5,7.3,3.8,24,2,3.6,7,22.6,0.1,0.2,0.3,0.087,0.7,0.8,1.5,0.2,90.7,1948080
"Hassan Whiteside",1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,0,14.8,3.5,5.7,0,0.1,3.5,5.6,0.619,1.4,2.6,1.6,4.1,5.7,0.5,0.3,1.4,1,1.8,8.4,22.2,0.617,0.009,0.451,11.3,30.6,20.9,4.7,1,7.7,12.3,22.3,0.5,0.3,0.8,0.125,-0.2,0.3,0.1,0.2,106.6,27093018
"Andrew Wiggins",0,0,1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,32.2,6.7,14.4,1.9,5.2,4.8,9.2,0.535,2.3,3.4,1,3.7,4.8,2.1,0.7,1.3,1.8,2.4,17.7,14,0.556,0.36,0.24,3.4,11.9,7.7,10.1,1,3.6,10.3,23.3,0.1,1.1,1.2,0.064,-0.7,-0.8,-1.6,0.1,89.4,27504630
"Grant Williams",0,0,1,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,19.3,1.9,4.3,0.9,2.2,1,2,0.559,0.6,1.2,1,2,3,1,0.5,0.4,1,3,5.4,8,0.562,0.52,0.284,5.6,12.1,8.8,6.7,1.2,2,16.7,12.8,0.1,0.4,0.6,0.058,-3.5,-0.3,-3.8,-0.2,107,2379840
"Kenrich Williams",0,0,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,6,18.3,2.3,4.3,0.5,1.2,1.8,3.1,0.599,0.4,0.7,1.4,2.5,3.9,1.7,0.8,0.2,0.9,1.7,5.6,13.4,0.607,0.281,0.157,8.2,14.1,11.2,13.6,1.9,0.9,16.2,13.1,0.6,0.6,1.2,0.116,-1.5,0.9,-0.7,0.2,95.3,1416852
"Robert Williams",1,0,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,15.1,2.7,3.7,0,0,2.7,3.6,0.727,0.8,1.1,2.2,3.1,5.3,0.8,1,1.1,1,1.6,6.1,24.1,0.731,0.013,0.312,15.8,23.4,19.5,7.6,3.4,7,20.1,14.8,0.8,0.7,1.5,0.227,1.8,2.3,4.1,0.5,107.5,1937520
"Zion Williamson",0,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,27,32.6,9.6,15.6,0.2,0.6,9.4,15,0.625,5.6,7.7,2.4,4.4,6.8,3.1,1,0.7,2.3,2.6,25,27,0.659,0.038,0.496,8.2,14.9,11.5,16.2,1.5,2.2,10.8,27.8,3.4,0.5,3.9,0.215,4.6,-0.1,4.5,1.5,128.8,9757440
"Christian Wood",1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,31.2,8.8,15.7,1.9,4.5,6.9,11.2,0.618,2.6,3.8,1.8,8.4,10.2,1.3,0.9,1.5,1.8,1.9,22,24.1,0.634,0.285,0.24,6.1,28.9,17.4,7.7,1.4,4.2,9.5,26.2,1,1,2,0.178,3.5,0.5,4,0.8,98,1645357
"Delon Wright",0,0,0,0,0,0,1,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,23,29.4,3.7,8.1,0.9,2.4,2.9,5.7,0.509,2.2,2.8,1.1,3.5,4.6,4.9,1.4,0.5,1.2,1.1,10.5,16.6,0.559,0.298,0.346,4.2,13.9,8.9,25.3,2.4,1.7,11.5,15.6,1.5,0.9,2.3,0.136,1.4,1.4,2.8,1,82.1,9473684
"Thaddeus Young",0,0,1,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,25.7,5.1,8.7,0.2,0.9,4.9,7.8,0.6,0.7,1.5,2.4,3.4,5.8,4.4,1.4,0.5,2,2.9,11.2,18.5,0.597,0.104,0.169,10.7,14.4,12.6,25.2,2.5,1.7,17.9,18.9,1.1,0.7,1.8,0.145,0.8,1.3,2.1,0.6,99.8,12900000
"Trae Young",0,0,0,1,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,34.7,7.6,17.7,2.3,6.2,5.3,11.5,0.493,9,10.2,0.7,3.2,3.8,9.3,0.8,0.3,4.3,2,26.5,22.9,0.598,0.349,0.577,2.2,9.7,6,44.5,1.1,0.7,16.2,32.5,2.7,0.5,3.1,0.168,5.8,-1.5,4.3,1.4,81.6,6273000
"Cody Zeller",1,0,0,0,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,24.1,4.2,8,0.2,1.1,4,6.9,0.538,1.5,1.9,2.6,5.4,8,2.5,0.7,0.6,0.9,2.5,10.1,18.2,0.569,0.133,0.242,11.4,24.3,17.7,15.2,1.3,2.5,9.5,17.3,0.8,0.5,1.2,0.161,0.4,0.6,1,0.3,104.3,14471910
"Ivica Zubac",1,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,19.5,3.2,4.7,0,0,3.2,4.7,0.669,2,2.4,2.3,4.4,6.6,1.1,0.4,0.8,1,2.6,8.3,20.5,0.722,0.007,0.5,13.4,24.4,19.1,7.7,0.9,3.7,14.8,15.3,2,0.8,2.8,0.23,0.8,-0.3,0.5,0.4,120.2,6481482
